ID,Question_Category,Questions_Descriptions,Choice_1,Choice_2,Choice_3,Choice_4,Right_Answer
440,PPU,"Listrik sangat biasa dibutuhkan untuk memperlancar berbagai kegiatan di rumah. Kegiatan di rumah yang memerlukan listrik misalnya kegiatan mencuci dengan mesin cuci, mengisi bak air dengan mesin penyedot air,  belajar pada malam hari dengan lampu, menonton televisi, mengetik dengan komputer, dan sebagainya. 

Energi listrik membawa perubahan perilaku kehidupan manusia. Dengan energi listrik, pekerjaan dapat dilakukan dengan lebih cepat dan mudah. Adapun sumber energi listrik yaitu pembangkit tenaga air, uap, diesel, dan panas bumi. Sumber-sumber energi listrik tersebut harus dikelola dengan baik. 

Selain mengelola secara baik, kita juga perlu melakukan penghematan listrik. Sikap menghemat listrik bermanfaat untuk membantu pemerintah dalam mengurangi beban biaya subsidi listrik. Dengan menghemat listrik , beban membayar listrik menjadi lebih ringan. Selain itu, dengan menghemat penggunaan listrik, kita juga membantu pemerintah dalam memeratakan listrik di daerah - daerah yang belum mendapatkan aliran listrik.
 
Hemat listrik dapat dilakukan dengan berbagai cara, misalnya menggunakan lampu seperlunya saja, mematikan lampu ketika tidur, mematikan televisi jika tidak ditonton, dan sebagainya. Sudah selayaknya kita menggunakan listrik secara bijak. Jangan biarkan listrik terus mengalir tanpa kendali. Perilaku hemat listrik harus dibudidayakan di masyarakat.

Kalimat tanya yang sesuai dengan paragraf kedua adalah ..",Apa sajakah sumber pembangkit tenaga listrik?,Mengapa diperlukan perilaku hemat listrik? ,Bagaimana memanfaatkan sumber tenaga listrik?,Bagaimana cara menghemat listrik? ,0
441,PPU,"Listrik sangat biasa dibutuhkan untuk memperlancar berbagai kegiatan di rumah. Kegiatan di rumah yang memerlukan listrik misalnya kegiatan mencuci dengan mesin cuci, mengisi bak air dengan mesin penyedot air,  belajar pada malam hari dengan lampu, menonton televisi, mengetik dengan komputer, dan sebagainya. 

Energi listrik membawa perubahan perilaku kehidupan manusia. Dengan energi listrik, pekerjaan dapat dilakukan dengan lebih cepat dan mudah. Adapun sumber energi listrik yaitu pembangkit tenaga air, uap, diesel, dan panas bumi. Sumber-sumber energi listrik tersebut harus dikelola dengan baik. 

Selain mengelola secara baik, kita juga perlu melakukan penghematan listrik. Sikap menghemat listrik bermanfaat untuk membantu pemerintah dalam mengurangi beban biaya subsidi listrik. Dengan menghemat listrik , beban membayar listrik menjadi lebih ringan. Selain itu, dengan menghemat penggunaan listrik, kita juga membantu pemerintah dalam memeratakan listrik di daerah - daerah yang belum mendapatkan aliran listrik.
 
Hemat listrik dapat dilakukan dengan berbagai cara, misalnya menggunakan lampu seperlunya saja, mematikan lampu ketika tidur, mematikan televisi jika tidak ditonton, dan sebagainya. Sudah selayaknya kita menggunakan listrik secara bijak. Jangan biarkan listrik terus mengalir tanpa kendali. Perilaku hemat listrik harus dibudidayakan di masyarakat.

Ide pokok dari paragraf pertama adalah ....",Tenaga listrik harus digunakan untuk masa kini. ,Tenaga listrik harus dihemat untuk masa depan.,Banyak kegiatan di rumah yang membutuhkan tenaga listrik,Mesin pompa air di rumah memerlukan listrik ,2
442,PPU,"Listrik sangat biasa dibutuhkan untuk memperlancar berbagai kegiatan di rumah. Kegiatan di rumah yang memerlukan listrik misalnya kegiatan mencuci dengan mesin cuci, mengisi bak air dengan mesin penyedot air,  belajar pada malam hari dengan lampu, menonton televisi, mengetik dengan komputer, dan sebagainya. 

Energi listrik membawa perubahan perilaku kehidupan manusia. Dengan energi listrik, pekerjaan dapat dilakukan dengan lebih cepat dan mudah. Adapun sumber energi listrik yaitu pembangkit tenaga air, uap, diesel, dan panas bumi. Sumber-sumber energi listrik tersebut harus dikelola dengan baik. 

Selain mengelola secara baik, kita juga perlu melakukan penghematan listrik. Sikap menghemat listrik bermanfaat untuk membantu pemerintah dalam mengurangi beban biaya subsidi listrik. Dengan menghemat listrik , beban membayar listrik menjadi lebih ringan. Selain itu, dengan menghemat penggunaan listrik, kita juga membantu pemerintah dalam memeratakan listrik di daerah - daerah yang belum mendapatkan aliran listrik.
 
Hemat listrik dapat dilakukan dengan berbagai cara, misalnya menggunakan lampu seperlunya saja, mematikan lampu ketika tidur, mematikan televisi jika tidak ditonton, dan sebagainya. Sudah selayaknya kita menggunakan listrik secara bijak. Jangan biarkan listrik terus mengalir tanpa kendali. Perilaku hemat listrik harus dibudidayakan di masyarakat.

Kalimat yang sesuai dengan isi paragraf ke-4 adalah ....",Menghemat listrik berarti membantu pemerintah dalam menyediakan subsidi,Menghemat listrik berarti membantu pemerintah dalam memeratakan listrik. ,Tenaga listrik banyak digunakan dalam kegiatan sehari-hari ,Membiasakan menggunakan listrik secara hemat adalah sikap yang bijak. ,3
443,PPU,"(1) Indonesia disebut sebagai negara terbesar kedua penyumbang sampah plastik lautan di dunia sehingga Indonesia memiliki target ambisius untuk mengurangi sampah plastik lautan hingga 70 persen pada tahun 2025. (2) Pemerintah Indonesia mungkin harus mempertimbangkan beberapa hal untuk mencapai target tersebut. (3) Penelitian di tahun 2018 mengindikasikan bahwa Sungai Ciliwung, yang membelah ibu kota negara, Jakarta, berada dalam daftar sungai terkotor di dunia. (4) Penelitian yang melibatkan ilmuwan dari Indonesia dan Belanda serta bekerja sama dengan Waste4Change tersebut menemukan bahwa sampel yang diambil dari Sungai Ciliwung tercemar lebih parah ketimbang setidaknya 20 sungai di Eropa dan Asia Tenggara yang juga menjadi subyek penelitian.

(5)Telah dilakukan pengawasan terhadap makroplastik atau plastik dengan ukuran lebih dari 5 milimeter, di lima lokasi sepanjang Sungai Ciliwung pada Mei 2018. (6) Hasilnya, sebanyak 20.000 barang berbahan plastik mengalir ke Laut Jawa setiap jam. (7) Angka tersebut jauh lebih tinggi daripada Sungai Chao Phraya di Thailand sebanyak 5.000 barang per jam, Sungai Seine di Perancis sebanyak 700 per jam, dan Sungai Rhine di Belanda dengan 80 per jam. (8) Selain itu, studi ini juga menghitung berat total sampah plastik dari semua kali-kali di Jakarta mencapai 2,1 juta kilogram. (9) Ini setara dengan 1.000 mobil Tesla Model S.

(10) Penemuan menarik lainnya dari lima lokasi yang telah disurvei, ditemukan lebih banyak kantong plastik dan bungkusan makanan plastik. (11) Hal ini menunjukkan bahwa masyarakat banyak membuang sampah rumah tangga mereka langsung ke sistem air. (12) Selain itu ditemukan bahwa jumlah sampah plastik lebih tinggi saat lebih banyak air. (13) Hal ini menjadi penting karena menunjukkan bahwa sampah plastik akan lebih banyak dialirkan pada musim hujan, yang menjadi puncak aliran air. (14) Apabila Jakarta ingin berkontribusi dalam penurunan polusi plastik global, maka perlu menurunkan sampah plastik sebelum memasuki musim puncak, yaitu musim hujan.

Pernyataan yang sesuai dengan isi bacaan tersebut adalah","Pada Mei 2018, Sungai Ciliwung dinyatakan sebagai sungai terkotor di dunia dan lebih parah ketimbang setidaknya 20 sungai di Eropa.",Pemerintah mempertimbangkan untuk membuat Indonesia menjadi negara yang bebas sampah pada tahun 2025.,Sungai Ciliwung merupakan sungai yang paling tercemar dibandingkan dengan 20 sungai di Eropa dan Asia Tenggara.,Terdapat 20.000 barang berbahan plastik yang melewati Sungai Ciliwung setiap jamnya.,2
444,PPU,"(1) Indonesia disebut sebagai negara terbesar kedua penyumbang sampah plastik lautan di dunia sehingga Indonesia memiliki target ambisius untuk mengurangi sampah plastik lautan hingga 70 persen pada tahun 2025. (2) Pemerintah Indonesia mungkin harus mempertimbangkan beberapa hal untuk mencapai target tersebut. (3) Penelitian di tahun 2018 mengindikasikan bahwa Sungai Ciliwung, yang membelah ibu kota negara, Jakarta, berada dalam daftar sungai terkotor di dunia. (4) Penelitian yang melibatkan ilmuwan dari Indonesia dan Belanda serta bekerja sama dengan Waste4Change tersebut menemukan bahwa sampel yang diambil dari Sungai Ciliwung tercemar lebih parah ketimbang setidaknya 20 sungai di Eropa dan Asia Tenggara yang juga menjadi subyek penelitian.

(5)Telah dilakukan pengawasan terhadap makroplastik atau plastik dengan ukuran lebih dari 5 milimeter, di lima lokasi sepanjang Sungai Ciliwung pada Mei 2018. (6) Hasilnya, sebanyak 20.000 barang berbahan plastik mengalir ke Laut Jawa setiap jam. (7) Angka tersebut jauh lebih tinggi daripada Sungai Chao Phraya di Thailand sebanyak 5.000 barang per jam, Sungai Seine di Perancis sebanyak 700 per jam, dan Sungai Rhine di Belanda dengan 80 per jam. (8) Selain itu, studi ini juga menghitung berat total sampah plastik dari semua kali-kali di Jakarta mencapai 2,1 juta kilogram. (9) Ini setara dengan 1.000 mobil Tesla Model S.

(10) Penemuan menarik lainnya dari lima lokasi yang telah disurvei, ditemukan lebih banyak kantong plastik dan bungkusan makanan plastik. (11) Hal ini menunjukkan bahwa masyarakat banyak membuang sampah rumah tangga mereka langsung ke sistem air. (12) Selain itu ditemukan bahwa jumlah sampah plastik lebih tinggi saat lebih banyak air. (13) Hal ini menjadi penting karena menunjukkan bahwa sampah plastik akan lebih banyak dialirkan pada musim hujan, yang menjadi puncak aliran air. (14) Apabila Jakarta ingin berkontribusi dalam penurunan polusi plastik global, maka perlu menurunkan sampah plastik sebelum memasuki musim puncak, yaitu musim hujan.

Ide pokok paragraf kedua pada teks tersebut adalah",penelitian lima lokasi di sepanjang Sungai Ciliwung,pengawasan terhadap makroplastik di Sungai Ciliwung,Sungai Ciliwung menjadi sungai dengan sampah plastik tertinggi,data jumlah sampah makroplastik di Sungai Ciliwung per jam,1
445,PPU,"(10) Penemuan menarik lainnya dari lima lokasi yang telah disurvei, ditemukan lebih banyak kantong plastik dan bungkusan makanan plastik. (11) Hal ini menunjukkan bahwa masyarakat banyak membuang sampah rumah tangga mereka langsung ke sistem air. (12) Selain itu ditemukan bahwa jumlah sampah plastik lebih tinggi saat lebih banyak air. (13) Hal ini menjadi penting karena menunjukkan bahwa sampah plastik akan lebih banyak dialirkan pada musim hujan, yang menjadi puncak aliran air. (14) Apabila Jakarta ingin berkontribusi dalam penurunan polusi plastik global, maka perlu menurunkan sampah plastik sebelum memasuki musim puncak, yaitu musim hujan.

Penulisan kalimat (12) menjadi benar jika diperbaiki dengan cara",menghilangkan kata lebih agar menjadi kalimat efektif,mengganti kata bahwa dengan kata merupakan,"menambahkan tanda baca koma (,) setelah kata plastik","menambahkan tanda baca koma (,) setelah konjungsi selain itu",3
446,PPU,"Thomas Matulessy, also known as Kapitan Pattimura or Ahmad Lussy or simply Pattimura, was an Ambonese soldier and National Hero of Indonesia. Pattimura was born on 8 June 1783 in Saparua, Maluku; the name Pattimura was his pseudonym. His parents were Frans Matulessia and Fransina Tilahoi, and he had a little brother named Yohanis.

Pattimura joined the British army after they took the Maluku islands from the Dutch colonials. When the islands were returned to the Dutch in 1816, he was dismissed. Concerned that the Dutch would implement programs that limited his people, Pattimura led an armed rebellion that captured Fort Duurstede on 16 May 1817. Killing the inhabitants of the fortress and fighting off Dutch reinforcements, on 29 May he was declared the leader of the Maluku people.

Due to betrayal from Booi’s king, Pati Akoon, and Tuanakotta, Pattimura was arrested on 11 November 1817. He and his fellows were sentenced to death. On 16 December 1817, Pattimura together with Anthony Reebok, Philip Latumahina, and Said Perintah were hanged in front of Fort Nieuw Victoria in Ambon.

Pattimura and his war have been used as symbols for both Maluku independence, such as with the short-lived Republic of South Maluku, and Indonesian patriotism. In Ambon, he is commemorated in the names of the University of Pattimura, Pattimura Airport, and a street, as well as a statue; there are also streets named after him throughout the archipelago.

What is the topic of the passage",The life and struggle of Thomas Matulessy.,Pattimura as the leader of the Maluku people.,Indonesian National Revolution led by Pattimura.,Controversy over the capture of Thomas Matulessy.,0
447,PPU,"Thomas Matulessy, also known as Kapitan Pattimura or Ahmad Lussy or simply Pattimura, was an Ambonese soldier and National Hero of Indonesia. Pattimura was born on 8 June 1783 in Saparua, Maluku; the name Pattimura was his pseudonym. His parents were Frans Matulessia and Fransina Tilahoi, and he had a little brother named Yohanis.

Pattimura joined the British army after they took the Maluku islands from the Dutch colonials. When the islands were returned to the Dutch in 1816, he was dismissed. Concerned that the Dutch would implement programs that limited his people, Pattimura led an armed rebellion that captured Fort Duurstede on 16 May 1817. Killing the inhabitants of the fortress and fighting off Dutch reinforcements, on 29 May he was declared the leader of the Maluku people.

Due to betrayal from Booi’s king, Pati Akoon, and Tuanakotta, Pattimura was arrested on 11 November 1817. He and his fellows were sentenced to death. On 16 December 1817, Pattimura together with Anthony Reebok, Philip Latumahina, and Said Perintah were hanged in front of Fort Nieuw Victoria in Ambon.

Pattimura and his war have been used as symbols for both Maluku independence, such as with the short-lived Republic of South Maluku, and Indonesian patriotism. In Ambon, he is commemorated in the names of the University of Pattimura, Pattimura Airport, and a street, as well as a statue; there are also streets named after him throughout the archipelago.

Which statement is inappropriate with the information provided in the passage",A sculpture was erected to salute Pattimura.,A life sentence handed down to Pattimura for his action against the Dutch.,"As well as King of Booi, Tuanakotta objected to Pattimura’s standpoint.",Pattimura no longer served the Kingdom of Great Britain when he ambushed Fort Duurstede.,1
448,PPU,"Berbagai bentuk pilihan dan kebijakan publik tidak menggunakan asas-asas nalar publik yang sehat. Kebijakan dan pilihan politik dengan nalar publik yang sehat setidaknya harus memenuhi empat prinsip utama suatu 
politik yang responsif: prinsip kemasukakalan, efisiensi, keadilan, dan kebebasan . Politik responsif terse but menghendaki agar demokrasi yang dikembangkan tidak berhenti sebagai demokrasi minimalis yang bersifat elitis, tetapi menjelma menjadi demokrasi deliberatif (permusyawaratan) yang dipimpin oleh hikmat kebijaksanaan. 

Dalam demokrasi deliberatif, keputusan politik dikatakan benar jika memenuhi setidaknya empat prasyarat. Pertama, harus didasarkan pada asas rasionalitas dan keadilan, bukan hanya berdasarkan subyektivitas kepentingan . Kedua, didedikasikan bagi kepentingan banyak orang, bukan demi kepentingan perseorangan atau golongan. Ketiga, berorientasi jauh ke depan, bukan demi kepentingan jangka pendek melalui akomodasi transaksional yang bersifat destruktif (toleransi negatif). Keempat, bersifat imparsial, melibatkan dan mempertimbangkan pendapat semua pihak (minoritas sekalipun) secara inklusif, yang dapat menangkal diktedikte minoritas elite penguasa dan pengusaha serta klaim-klaim mayoritas. 
Sumber: Harian Kompas, 27 September 2016

Gagasan utama teks tersebut adalah",Kebijakan publik tidak sesuai nalar publik.,Prinsip utama politik responsif yang bertentangan dengan demokrasi deliberatif,Demokrasi minimalis dan demokrasi deliberatif. ,Politik responsif dan demokrasi minimalis,0
449,PPU,"Berbagai bentuk pilihan dan kebijakan publik tidak menggunakan asas-asas nalar publik yang sehat. Kebijakan dan pilihan politik dengan nalar publik yang sehat setidaknya harus memenuhi empat prinsip utama suatu 
politik yang responsif: prinsip kemasukakalan, efisiensi, keadilan, dan kebebasan . Politik responsif terse but menghendaki agar demokrasi yang dikembangkan tidak berhenti sebagai demokrasi minimalis yang bersifat elitis, tetapi menjelma menjadi demokrasi deliberatif (permusyawaratan) yang dipimpin oleh hikmat kebijaksanaan. 

Dalam demokrasi deliberatif, keputusan politik dikatakan benar jika memenuhi setidaknya empat prasyarat. Pertama, harus didasarkan pada asas rasionalitas dan keadilan, bukan hanya berdasarkan subyektivitas kepentingan . Kedua, didedikasikan bagi kepentingan banyak orang, bukan demi kepentingan perseorangan atau golongan. Ketiga, berorientasi jauh ke depan, bukan demi kepentingan jangka pendek melalui akomodasi transaksional yang bersifat destruktif (toleransi negatif). Keempat, bersifat imparsial, melibatkan dan mempertimbangkan pendapat semua pihak (minoritas sekalipun) secara inklusif, yang dapat menangkal diktedikte minoritas elite penguasa dan pengusaha serta klaim-klaim mayoritas. 
Sumber: Harian Kompas, 27 September 2016

Kelemahan dalam paragraf 2 teks tersebut adalah ..",tidak memiliki gagasan utama,terdapat kalimat sumbang,hubungan antarkalimat tidak sejajar,hubungan intrakalimat tidak sejajar,3
450,PPU,"Berbagai bentuk pilihan dan kebijakan publik tidak menggunakan asas-asas nalar publik yang sehat. Kebijakan dan pilihan politik dengan nalar publik yang sehat setidaknya harus memenuhi empat prinsip utama suatu 
politik yang responsif: prinsip kemasukakalan, efisiensi, keadilan, dan kebebasan . Politik responsif terse but menghendaki agar demokrasi yang dikembangkan tidak berhenti sebagai demokrasi minimalis yang bersifat elitis, tetapi menjelma menjadi demokrasi deliberatif (permusyawaratan) yang dipimpin oleh hikmat kebijaksanaan. 

Dalam demokrasi deliberatif, keputusan politik dikatakan benar jika memenuhi setidaknya empat prasyarat. Pertama, harus didasarkan pada asas rasionalitas dan keadilan, bukan hanya berdasarkan subyektivitas kepentingan . Kedua, didedikasikan bagi kepentingan banyak orang, bukan demi kepentingan perseorangan atau golongan. Ketiga, berorientasi jauh ke depan, bukan demi kepentingan jangka pendek melalui akomodasi transaksional yang bersifat destruktif (toleransi negatif). Keempat, bersifat imparsial, melibatkan dan mempertimbangkan pendapat semua pihak (minoritas sekalipun) secara inklusif, yang dapat menangkal diktedikte minoritas elite penguasa dan pengusaha serta klaim-klaim mayoritas. 
Sumber: Harian Kompas, 27 September 2016

Menurut penulis teks tersebut, demokrasi deliberatif adalah .... ",demokrasi berasaskan Pancasila dan UDD '45,demokrasi yang berkembang dari pelaksanaan politik responsif,demokrasi yang mendukung kekuasaan bersifat elitis,demokrasi yang berdasarkan hati nurani rakyat,1
451,PPU,"(1) Menurut OHSAS 18001 , biorisk adalah kombinasi dari kemungkinan terjadinya peristiwa buruk yang melibatkan pajanan agen biologi, toksin, dan konsekuensi (infeksi, toksisitas, alergi, akses oleh yang tidak berwenang, kehilangan, pencurian, penyalahgunaan, pengalihan, dan lepasnya agen biologi) pajanan. (2) Sedangkan, biorisk assessment adalah proses evaluasi biorisk yang timbul dari biohazard, atau dengan memperhatikan kecukupan kontrol yang ada, dan memutuskan diterima atau tidaknya biorisk (EBSA, 2007). (3) Menurut WHO (2006), biorisk adalah probabilitas terjadinya peristiwa tertentu yang dapat menyebabkan kerugian. (4) Sedangkan, biorisk management adalah analisis cara dan pengembangan strategi untuk meminimalkan kemungkinan terjadinya biorisk. (5) Pendekatan dari biorisk management terdiri dari biosafety, 
biosecurity, dan tanggung jawab etis. 

(6) Biosafety dan biosecurity laboratorium berfungsi untuk mengurangi resiko yang berbeda, tetapi keduanya memiliki tujuan yang sama yaitu menjaga agen biologi dengan aman dan selamat di area di mana agen 
tersebut disimpan dan digunakan. (7) Menurut WHO (2006), biosecurity menggambarkan perlindungan, kontrol, dan tanggung jawab untuk menjaga agen biologi agar tidak terjadi pencurian, penyalahgunaan, dan lain-lain. (8) Sedangkan menurut WHO, biosafety menggambarkan pnnsIp containment, teknologi, dan praktik yang diimplementasikan untuk mencegah pajanan yang tidak diinginkan dari agen biologi dan toksin atau pelepasan yang tidak disengaja (EBSA, 2007). (9) Prinsip dari biosafety terdiri dari containment dan risk assessment. (10) Containmentterdiri dari praktik mikrobiologi, peralatan, kesehatan, dan fasilitas perlindungan yang dapat melindungi pekerja laboratorium, lingkungan, dan masyarakat dari pajanan terhadap mikroorganisme infeksius yang ditangani dan disimpan di laboratorium (CDC, 2009).

Fungsi paragraf kedua dalam teks tersebut adalah menyatakan gagasan pokok ....",Biorisk dari biohazard,Contaiment dan risk assessment,Biorisk assessment ,Biosafety dan biosecurity ,3
452,PPU,"(1) Menurut OHSAS 18001 , biorisk adalah kombinasi dari kemungkinan terjadinya peristiwa buruk yang melibatkan pajanan agen biologi, toksin, dan konsekuensi (infeksi, toksisitas, alergi, akses oleh yang tidak berwenang, kehilangan, pencurian, penyalahgunaan, pengalihan, dan lepasnya agen biologi) pajanan. (2) Sedangkan, biorisk assessment adalah proses evaluasi biorisk yang timbul dari biohazard, atau dengan memperhatikan kecukupan kontrol yang ada, dan memutuskan diterima atau tidaknya biorisk (EBSA, 2007). (3) Menurut WHO (2006), biorisk adalah probabilitas terjadinya peristiwa tertentu yang dapat menyebabkan kerugian. (4) Sedangkan, biorisk management adalah analisis cara dan pengembangan strategi untuk meminimalkan kemungkinan terjadinya biorisk. (5) Pendekatan dari biorisk management terdiri dari biosafety, 
biosecurity, dan tanggung jawab etis. 

(6) Biosafety dan biosecurity laboratorium berfungsi untuk mengurangi resiko yang berbeda, tetapi keduanya memiliki tujuan yang sama yaitu menjaga agen biologi dengan aman dan selamat di area di mana agen 
tersebut disimpan dan digunakan. (7) Menurut WHO (2006), biosecurity menggambarkan perlindungan, kontrol, dan tanggung jawab untuk menjaga agen biologi agar tidak terjadi pencurian, penyalahgunaan, dan lain-lain. (8) Sedangkan menurut WHO, biosafety menggambarkan pnnsIp containment, teknologi, dan praktik yang diimplementasikan untuk mencegah pajanan yang tidak diinginkan dari agen biologi dan toksin atau pelepasan yang tidak disengaja (EBSA, 2007). (9) Prinsip dari biosafety terdiri dari containment dan risk assessment. (10) Containmentterdiri dari praktik mikrobiologi, peralatan, kesehatan, dan fasilitas perlindungan yang dapat melindungi pekerja laboratorium, lingkungan, dan masyarakat dari pajanan terhadap mikroorganisme infeksius yang ditangani dan disimpan di laboratorium (CDC, 2009).

Berdasarkan susunan dan penjabaran teks  tersebut, untuk melengkapi teks tersebut sebaiknya penulis pada paragraf berikutnya memaparkan gagasan ... ",Penelitian mendalam mengenai Biorisk Management ,Sejarah biorisk assessment,Pembahasan tanggung jawab etis ,Situasi Biosafety dan biosecurity di Indonesia ,2
453,PPU,"(1) Menurut OHSAS 18001 , biorisk adalah kombinasi dari kemungkinan terjadinya peristiwa buruk yang melibatkan pajanan agen biologi, toksin, dan konsekuensi (infeksi, toksisitas, alergi, akses oleh yang tidak berwenang, kehilangan, pencurian, penyalahgunaan, pengalihan, dan lepasnya agen biologi) pajanan. (2) Sedangkan, biorisk assessment adalah proses evaluasi biorisk yang timbul dari biohazard, atau dengan memperhatikan kecukupan kontrol yang ada, dan memutuskan diterima atau tidaknya biorisk (EBSA, 2007). (3) Menurut WHO (2006), biorisk adalah probabilitas terjadinya peristiwa tertentu yang dapat menyebabkan kerugian. (4) Sedangkan, biorisk management adalah analisis cara dan pengembangan strategi untuk meminimalkan kemungkinan terjadinya biorisk. (5) Pendekatan dari biorisk management terdiri dari biosafety, 
biosecurity, dan tanggung jawab etis. 

(6) Biosafety dan biosecurity laboratorium berfungsi untuk mengurangi resiko yang berbeda, tetapi keduanya memiliki tujuan yang sama yaitu menjaga agen biologi dengan aman dan selamat di area di mana agen 
tersebut disimpan dan digunakan. (7) Menurut WHO (2006), biosecurity menggambarkan perlindungan, kontrol, dan tanggung jawab untuk menjaga agen biologi agar tidak terjadi pencurian, penyalahgunaan, dan lain-lain. (8) Sedangkan menurut WHO, biosafety menggambarkan pnnsIp containment, teknologi, dan praktik yang diimplementasikan untuk mencegah pajanan yang tidak diinginkan dari agen biologi dan toksin atau pelepasan yang tidak disengaja (EBSA, 2007). (9) Prinsip dari biosafety terdiri dari containment dan risk assessment. (10) Containmentterdiri dari praktik mikrobiologi, peralatan, kesehatan, dan fasilitas perlindungan yang dapat melindungi pekerja laboratorium, lingkungan, dan masyarakat dari pajanan terhadap mikroorganisme infeksius yang ditangani dan disimpan di laboratorium (CDC, 2009).

Kalimat tidak efektif pada teks tersebut terdapat pada kalimat..",Kalimat 6,Kalimat 7,Kalmat 8,Kalimat 9,0
454,PPU,"(1) Banyak komitmen yang dibuat dan harus dipatuhi untuk mendukung performa mereka. (2) Komitmen yang dimaksud antara lain wajib berpantang mengonsumsi makanan yang pedas dan asam, makanan yang mengandung banyak minyak, minuman dingin, cokelat, dan permen. (3) Mereka harus teratur minum beras kencur dan mengonsumsi nasi, dengan irisan kencur untuk menjaga stamina. (4) Mereka rela mengorbankan waktu libur untuk berlatih agar mampu menunjukkan penampilan yang terbaik. (5) Melalui proses inilah, peserta didik yang masuk tim paduan suara mempersiapkan diri untuk mengikuti lomba.

Ide pokok teks tersebut adalah ....",peserta didik rela berkorban untuk mengikuti lomba ,peserta didik mempersiapkan diri untuk mengikuti lomba ,komitmen peserta didik untuk berlatih,peserta didik dan banyak komitmen ,1
455,PPU,"(1) Banyak komitmen yang dibuat dan harus dipatuhi untuk mendukung performa mereka. (2) Komitmen yang dimaksud antara lain wajib berpantang mengonsumsi makanan yang pedas dan asam, makanan yang mengandung banyak minyak, minuman dingin, cokelat, dan permen. (3) Mereka harus teratur minum beras kencur dan mengonsumsi nasi, dengan irisan kencur untuk menjaga stamina. (4) Mereka rela mengorbankan waktu libur untuk berlatih agar mampu menunjukkan penampilan yang terbaik. (5) Melalui proses inilah, peserta didik yang masuk tim paduan suara mempersiapkan diri untuk mengikuti lomba.

Kesalahan penggunaan tanda baca koma (,) terdapat pada kalimat ....",Kalimat 1,Kalimat 2,Kalimat 3,Kalimat 4,2
456,PPU,"(1) Banyak komitmen yang dibuat dan harus dipatuhi untuk mendukung performa mereka. (2) Komitmen yang dimaksud antara lain wajib berpantang mengonsumsi makanan yang pedas dan asam, makanan yang mengandung banyak minyak, minuman dingin, cokelat, dan permen. (3) Mereka harus teratur minum beras kencur dan mengonsumsi nasi, dengan irisan kencur untuk menjaga stamina. (4) Mereka rela mengorbankan waktu libur untuk berlatih agar mampu menunjukkan penampilan yang terbaik. (5) Melalui proses inilah, peserta didik yang masuk tim paduan suara mempersiapkan diri untuk mengikuti lomba.

Makna istilah komitmen pada kalimat nomor 2 adalah .... ",pengendalian ,hubungan,keterikatan,kompetisi,2
457,PPU,"Mungkin para penggagas Mycotech ini bisa diberi julukan ""generasi tempe"". Mereka terinspirasi dari cara pembuatan tempe sehingga dapat membuat material dengan cara baru. Mereka menggunakan limbah pertanian seperti tandan kosong kelapa sawit, limbah tapioka, serbuk kayu, atau sekam padi untuk membuat material multifungsi. Limbah pertanian tersebut dapat berubah menjadi material bangunan nonstruktural seperti bahan furnitur, batu bata dan panel, bahkan dasbor mobil atau casing ponsel. Material tersebut dibuat dengan konsep pembuatan seperti tempe, yakni menumbuhkan jamur di atas bahan yang mereka ambil dari limbah pertanian. Jamur yang digunakan adalah jamur tiram yang miseliumnya lebih tebal sehingga bisa merekatkan material dengan lebih kuat. Jamur ini juga menjadi bahan pengikat potensial untuk menggantikan resin yang biasanya non-organik. 

Proses pembuatan material diawali dengan mencampur semua bahan. Kemudian, jamur ditumbuhkan di bahan-bahan tersebut. Setelah berbentuk panel-panel, pengeringan dilakukan dengan mengeluarkan air dan panel disterilisasi. Setelah itu, Mycotech dapat dibentuk sesuai keinginan. Hal yang menarik adalah proses ini tidak menggunakan energi berlebih, seperti bata yang dibuat dari tanah liat yang harus dibakar dalam suhu tinggi. Pengeringan Mycotech hanya memerlukan suhu sekitar 90°c dalam waktu kurang lebih 2 jam.

Simpulan isi teks tersebut adalah ....   ",Material bangunan dari limbah pertanian dibuat oleh Mycotech,Mycotech memanfaatkan jamur bermiselium tinggi.,Mycotech tidak menggunakan energi berlebih.,Material bangunan nonstruktural dapat dibuat dari limbah pertanian. ,3
