ID,Question_Category,Questions_Descriptions,Choice_1,Choice_2,Choice_3,Choice_4,Right_Answer
611,BI,"""Yang kita rasakan tidak akan bisa sama. Kita hanya bisa bertahan seperti ini. Hanya ini yang bisa aku lakukan, untuk kamu,"" sore itu Ara menancap ulu hatiku. ""Pelan-pelan, kamu harus mencoba lupain aku. Aku juga enggak tahu harus gimana."" ""Aku enggak mau menyiksa kamu lagi dengan lost contact. Itu sakit. Aku tahu. Tapi cuma ini yang bisa aku kasih ke kamu. Aku bisa selalu balas chat kamu. Tapi aku enggak bisa balas hati kamu."" Tiga tahun yang lalu, tapi aku masih mengingat jelas suara dan tatapannya waktu itu. Tepat di dapur ini. Di samping kursi yang kududuki kini, perdebatan itu kembali terjadi. Perdebatan terakhir kita.
Dari ucapannya, bagaimana perasaan Ara terhadap tokoh Aku? ",Ara lelah dengan sikap tokoh Aku. ,Ara ingin selalu ada untuk tokoh Aku meskipun tidak bisa membalas perasaannya.,Ara tidak mencintai tokoh Aku. ,Ara tidak ingin tokoh Aku mengganggunya lagi.,2
612,BI,"Tingkat literasi masyarakat Indonesia masih sangat buruk. Hasil Programme for Internasional Students Assessment (PISA) tahun 2018, misalnya, menunjukkan bahwa 70% siswa di Indonesia memiliki kemampuan baca rendah (di bawah Level 2 dalam skala PISA). Artinya, mereka bahkan tidak mampu sekadar menemukan gagasan utama maupun informasi penting di dalam suatu teks pendek. Hal ini diperparah dengan angka minat baca di Indonesia yang juga rendah. Pada tahun 2018, sebuah survei dari Badan Pusat Statistik (BPS) menunjukkan bahwa persentase penduduk di atas usia 10 tahun yang membaca surat kabar atau majalah hanya 14,92%. Angka ini lebih rendah dari persentase 15 tahun sebelumnya (23,70% ) . Padahal, selama hampir 15 tahun, pemerintah telah menerbitkan berbagai kebijakan nasional untuk mengatasi krisis literasi ini. Mengapa program nasional gagal atasi krisis literasi? Program pemerintah selama ini-mulai dari kebijakan wajib belajar sembilan tahun era Presiden Susilo Bambang Yudhoyono hingga kampanye Gerakan Literasi Nasional yang digagas Kementerian Pendidikan dan Kebudayaan (Kemendikbud) sejak 2016-terhambat oleh terbatasnya akses ke perpustakaan dan buku bacaan yang berkualitas. Laporan terkini dari Perpustakaan Nasional menyebutkan bahwa perpustakaan yang ada di Indonesia saat ini baru mencapai 154.000 atau hanya memenuhi 20% dari kebutuhan nasional.
Apa isu yang ditekankan oleh penceramah?",Gagalnya program pemerintah untuk mengatasi krisis literasi,Jumlah persentase penduduk yang bisa memahami informasi penting dalam bacaan.,Rendahnya tingkat literasi Indonesia dan kurangnya jumlah perpustakaan. ,Program pemerintah dari era Presiden SBY hingga kampanye Gerakan Literasi Nasional ,2
613,BI,"Tingkat literasi masyarakat Indonesia masih sangat buruk. Hasil Programme for Internasional Students Assessment (PISA) tahun 2018, misalnya, menunjukkan bahwa 70% siswa di Indonesia memiliki kemampuan baca rendah (di bawah Level 2 dalam skala PISA). Artinya, mereka bahkan tidak mampu sekadar menemukan gagasan utama maupun informasi penting di dalam suatu teks pendek. Hal ini diperparah dengan angka minat baca di Indonesia yang juga rendah. Pada tahun 2018, sebuah survei dari Badan Pusat Statistik (BPS) menunjukkan bahwa persentase penduduk di atas usia 10 tahun yang membaca surat kabar atau majalah hanya 14,92%. Angka ini lebih rendah dari persentase 15 tahun sebelumnya (23,70% ) . Padahal, selama hampir 15 tahun, pemerintah telah menerbitkan berbagai kebijakan nasional untuk mengatasi krisis literasi ini. Mengapa program nasional gagal atasi krisis literasi? Program pemerintah selama ini-mulai dari kebijakan wajib belajar sembilan tahun era Presiden Susilo Bambang Yudhoyono hingga kampanye Gerakan Literasi Nasional yang digagas Kementerian Pendidikan dan Kebudayaan (Kemendikbud) sejak 2016-terhambat oleh terbatasnya akses ke perpustakaan dan buku bacaan yang berkualitas. Laporan terkini dari Perpustakaan Nasional menyebutkan bahwa perpustakaan yang ada di Indonesia saat ini baru mencapai 154.000 atau hanya memenuhi 20% dari kebutuhan nasional.
Manakah pernyataan yang sesuai dengan kutipan teks ceramah tersebut?",Program nasional untuk mengatasi krisis literasi berjalan cukup lancar. ,Survei membuktikan bahwa 70% siswa dapat menemukan informasi penting di dalam teks. ,Jumlah perpustakaan di Indonesia tidak memadai untuk mendukung program pemerintah.,"Krisis literasi di Indonesia terjadi karena guru di sekolah tidak berusaha untuk meningkatkan 
minat baca siswa. ",2
614,BI,"Bersama dengan datangnya pagi maka air laut di tepi pantai itu segera menjadi hijau. Hayati yang biasa memikul air sejak subuh, sambil menuruni tebing bisa melihat bebatuan di dasar pantai yang tampak kabur di bawah permukaan air laut yang hijau itu. Cahaya keemasan matahari pagi menyapu pantai, membuat pasir yang basah berkilat keemasan setiap kali lidah ombak kembali surut ke laut. Onggokan batu karang yang kadang-kadang menyerupai perahu tetap teronggok sejak semalam, sejak bertahun, sejak beribu-ribu tahun yang lalu. Bukankah memang perlu waktu jutaan tahun bagi angin untuk membentuk dinding karang menjadi onggokan batu yang mirip dengan sebuah perahu. Para nelayan memang hanya tahu perahu. Bulan sabit mereka hubungkan dengan perahu, gugusan bintang mereka hubung-hubungkan dengan cadik penyeimbang perahu, seolah-olah angkasa raya adalah ruang pelayaran bagi perahu-perahu seperti yang mereka miliki, bahkan atap rumah-rumah mereka dibuat seperti ujung-ujung perahu. Tentu, bagaimana mungkin kehidupan para nelayan dilepaskan dari perahu? Hayati masih terus menuruni tebing setengah berlari dengan pikulan air pada bahunya. Kakinya yang telanjang bagaikan mempunyai alat perekat, melangkah di atas batu-batu hitam berlumut. tanpa pernah terpeleset sama sekali, sekaligus bagaikan terlapis karet atau plastik alas sepatu karena seolah tidak berasa sedikit pun juga ketika menapak di atas batu-batu karang yang tajam tiada berperi. Cerpen Cinta di Atas Perahu Cadik karya Seno Gumira Ajidarma
Maksud dari kalimat Cahaya keemasan matahari pagi menyapu pantai di paragraf 1 adalah ... ",Matahari bersinar sangat terik. ,Cahaya matahari lebih terang dari biasanya. ,Matahari mulai menyinari semua wilayah pantai.,Matahari membuat sampah pantai mengering dan pantai bersih. ,2
615,BI,"Tingkat literasi masyarakat Indonesia masih sangat buruk. Hasil Programme for Internasional Students Assessment (PISA) tahun 2018, misalnya, menunjukkan bahwa 70% siswa di Indonesia memiliki kemampuan baca rendah (di bawah Level 2 dalam skala PISA). Artinya, mereka bahkan tidak mampu sekadar menemukan gagasan utama maupun informasi penting di dalam suatu teks pendek. Hal ini diperparah dengan angka minat baca di Indonesia yang juga rendah. Pada tahun 2018, sebuah survei dari Badan Pusat Statistik (BPS) menunjukkan bahwa persentase penduduk di atas usia 10 tahun yang membaca surat kabar atau majalah hanya 14,92%. Angka ini lebih rendah dari persentase 15 tahun sebelumnya (23,70% ) . Padahal, selama hampir 15 tahun, pemerintah telah menerbitkan berbagai kebijakan nasional untuk mengatasi krisis literasi ini. Mengapa program nasional gagal atasi krisis literasi? Program pemerintah selama ini-mulai dari kebijakan wajib belajar sembilan tahun era Presiden Susilo Bambang Yudhoyono hingga kampanye Gerakan Literasi Nasional yang digagas Kementerian Pendidikan dan Kebudayaan (Kemendikbud) sejak 2016-terhambat oleh terbatasnya akses ke perpustakaan dan buku bacaan yang berkualitas. Laporan terkini dari Perpustakaan Nasional menyebutkan bahwa perpustakaan yang ada di Indonesia saat ini baru mencapai 154.000 atau hanya memenuhi 20% dari kebutuhan nasional.
Tema yang dibahas dalam cerpen di atas adalah",Beratnya kehidupan bagi perempuan ,Wisata alam di wilayah pantai ,Kehidupan masyarakat pantai ,Tradisi masyarakat sekitar pantai ,2
616,BI,"(1) Pemerintah mencabut izin perguruan tinggi swasta Institut Teknologi Medan yang berada di Kota Medan, Sumatra Utara. (2) Penyebabnya adalah konflik dalam kepengurusan yang menciptakan dualisme di tubuh Yayasan Dwiwarna, pengelola perguruan tinggi itu. (3) Kepala Lembaga Layanan Pendidikan Tinggi (LL Dikti) Wilayah Sumatra Utara, Ibnu Hajar Damanik, telah memberikan konfirmasi atas pencabutan izin itu. (4) la menyebutkan bahwa Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi resmi mencabut izin ITM melalui surat Nomor 438/E/O/2021. (5) Terhitung sejak tanggal 4 Oktober 2021, izin kampus PTS ITM resmi dicabut. (6) Itu artinya kampus harus sudah ditutup, termasuk seluruh 10 program studi yang ada. (7) Sementara itu, para mahasiswanya akan difasilitasi kepindahan mereka ke PTS yang lain. (8) Selain itu, Ibnu menegaskan bahwa tidak boleh ada lagi aktivitas pendidikan di kampus Institut Teknologi Medan 9 pascakeputusan Kemendikbudristek tersebut. (9) Kampus ini pula yang pernah muncul dalam kasus penjualan ijazah palsu pada 2015 lalu.
Berikut ini yang bukan merupakan sinonim kata konfirmasi pada kalimat ke-3 paragraf ke-1 adalah ",penegasan,pengesahan ,Pembenaran ,perbaikan,3
617,BI,"(1) Pemerintah mencabut izin perguruan tinggi swasta Institut Teknologi Medan yang berada di Kota Medan, Sumatra Utara. (2) Penyebabnya adalah konflik dalam kepengurusan yang menciptakan dualisme di tubuh Yayasan Dwiwarna, pengelola perguruan tinggi itu. (3) Kepala Lembaga Layanan Pendidikan Tinggi (LL Dikti) Wilayah Sumatra Utara, Ibnu Hajar Damanik, telah memberikan konfirmasi atas pencabutan izin itu. (4) la menyebutkan bahwa Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi resmi mencabut izin ITM melalui surat Nomor 438/E/O/2021. (5) Terhitung sejak tanggal 4 Oktober 2021, izin kampus PTS ITM resmi dicabut. (6) Itu artinya kampus harus sudah ditutup, termasuk seluruh 10 program studi yang ada. (7) Sementara itu, para mahasiswanya akan difasilitasi kepindahan mereka ke PTS yang lain. (8) Selain itu, Ibnu menegaskan bahwa tidak boleh ada lagi aktivitas pendidikan di kampus Institut Teknologi Medan 9 pascakeputusan Kemendikbudristek tersebut. (9) Kampus ini pula yang pernah muncul dalam kasus penjualan ijazah palsu pada 2015 lalu.
Kata itu pada kalimat ke-2 paragraf ke-2 mengacu pada",PTS ITM ,Izin kampus ITM,Pencabutan izin ITM ,Institut Teknologi Medan ,2
618,BI,"(1) Pemerintah mencabut izin perguruan tinggi swasta Institut Teknologi Medan yang berada di Kota Medan, Sumatra Utara. (2) Penyebabnya adalah konflik dalam kepengurusan yang menciptakan dualisme di tubuh Yayasan Dwiwarna, pengelola perguruan tinggi itu. (3) Kepala Lembaga Layanan Pendidikan Tinggi (LL Dikti) Wilayah Sumatra Utara, Ibnu Hajar Damanik, telah memberikan konfirmasi atas pencabutan izin itu. (4) la menyebutkan bahwa Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi resmi mencabut izin ITM melalui surat Nomor 438/E/O/2021. (5) Terhitung sejak tanggal 4 Oktober 2021, izin kampus PTS ITM resmi dicabut. (6) Itu artinya kampus harus sudah ditutup, termasuk seluruh 10 program studi yang ada. (7) Sementara itu, para mahasiswanya akan difasilitasi kepindahan mereka ke PTS yang lain. (8) Selain itu, Ibnu menegaskan bahwa tidak boleh ada lagi aktivitas pendidikan di kampus Institut Teknologi Medan 9 pascakeputusan Kemendikbudristek tersebut. (9) Kampus ini pula yang pernah muncul dalam kasus penjualan ijazah palsu pada 2015 lalu.
Hubungan kepaduan antarkalimat pada paragraf ke-2 ditandai dengan",kata tunjuk dan kata ganti orang,kata tunjuk dan pengulangan kata ,pengulangan kata dan kata hubung ,kata tunjuk dan kata hubung ,3
619,BI,"(1) Pemerintah mencabut izin perguruan tinggi swasta Institut Teknologi Medan yang berada di Kota Medan, Sumatra Utara. (2) Penyebabnya adalah konflik dalam kepengurusan yang menciptakan dualisme di tubuh Yayasan Dwiwarna, pengelola perguruan tinggi itu. (3) Kepala Lembaga Layanan Pendidikan Tinggi (LL Dikti) Wilayah Sumatra Utara, Ibnu Hajar Damanik, telah memberikan konfirmasi atas pencabutan izin itu. (4) la menyebutkan bahwa Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi resmi mencabut izin ITM melalui surat Nomor 438/E/O/2021. (5) Terhitung sejak tanggal 4 Oktober 2021, izin kampus PTS ITM resmi dicabut. (6) Itu artinya kampus harus sudah ditutup, termasuk seluruh 10 program studi yang ada. (7) Sementara itu, para mahasiswanya akan difasilitasi kepindahan mereka ke PTS yang lain. (8) Selain itu, Ibnu menegaskan bahwa tidak boleh ada lagi aktivitas pendidikan di kampus Institut Teknologi Medan 9 pascakeputusan Kemendikbudristek tersebut. (9) Kampus ini pula yang pernah muncul dalam kasus penjualan ijazah palsu pada 2015 lalu.
Kalimat yang mengandung perubahan makna adalah",Kalimat 1 ,Kalimat 2 ,Kalimat 3 ,Kalimat 4 ,1
620,BI,"Pembekuan dimulai ketika keping-keping darah dan faktor-faktor lain dalam plasma darah kontak dengan permukaan yang tidak biasa, seperti pembuluh darah yang rusak atau terluka. Pada saat terjadi luka di permukaan tubuh, komponen darah, yaitu trombosit akan segera berkumpul mengerumuni bagian yang terluka dan akan menggumpal sehingga dapat menyumbat dan menutupi luka. Kulit yang terluka menyebabkan darah keluar dari pembuluh. Trombosit akan mengeluarkan zat (enzim) yang disebut trombokinase. Trombokinase akan masuk ke dalam plasma darah dan akan mengubah protrombin menjadi enzim aktif yang disebut trombin. Perubahan tersebut dipengaruhi ion kalsium (Ca2+) di dalam plasma darah. Protrombin adalah senyawa protein yang larut dalam darah yang mengandung globulin. Zat ini merupakan enzim belum aktif yang dibentuk oleh hati. Pembentukannya dibantu oleh vitamin K. Trombin yang terbentuk akan mengubah firbrinogen menjadi benang-benang fibrin. Terbentuknya benang-benang fibrin menyebabkan luka akan tertutup sehingga darah tidak mengalir keluar lagi.
Di dalam teks terdapat pernyataan ""Kulit yang terluka menyebabkan darah keluar dari pembuluh."" Berikut merupakan gagasan yang dapat menjelaskan pernyataan tersebut adalah.",Kulit yang terluka dapat menimbulkan rasa sakit yang teramat dalam bagi orang yang merasakannya. ,Bagian tubuh manusia sudah memiliki sistem pembekuan darah alami ketika darah keluar dari kulit yang terluka. ,Keluarnya darah dari kulit kita merupakan penanda adanya bagian tubuh yang mengalami ketidaknormalan. ,Trombosit ikut keluar juga bersama darah kemudian menyentuh permukaan-permukaan kasar dan menyebabkan trombosit pecah. ,3
621,BI,"Pembekuan dimulai ketika keping-keping darah dan faktor-faktor lain dalam plasma darah kontak dengan permukaan yang tidak biasa, seperti pembuluh darah yang rusak atau terluka. Pada saat terjadi luka di permukaan tubuh, komponen darah, yaitu trombosit akan segera berkumpul mengerumuni bagian yang terluka dan akan menggumpal sehingga dapat menyumbat dan menutupi luka. Kulit yang terluka menyebabkan darah keluar dari pembuluh. Trombosit akan mengeluarkan zat (enzim) yang disebut trombokinase. Trombokinase akan masuk ke dalam plasma darah dan akan mengubah protrombin menjadi enzim aktif yang disebut trombin. Perubahan tersebut dipengaruhi ion kalsium (Ca2+) di dalam plasma darah. Protrombin adalah senyawa protein yang larut dalam darah yang mengandung globulin. Zat ini merupakan enzim belum aktif yang dibentuk oleh hati. Pembentukannya dibantu oleh vitamin K. Trombin yang terbentuk akan mengubah firbrinogen menjadi benang-benang fibrin. Terbentuknya benang-benang fibrin menyebabkan luka akan tertutup sehingga darah tidak mengalir keluar lagi.
Berikut merupakan pernyataan sebab-akibat yang tepat berdasarkan teks di atas adalah ",Plasma darah menyebabkan pendarahan ketika kulit terluka. ,Plasma darah menyebabkan pendarahan ketika kulit terluka. ,Vitamin K menyebabkan luka pada tubuh tertutup.,Darah akan berhenti karena tertutup benang-benang fibrin,3
622,BI,"Pembekuan dimulai ketika keping-keping darah dan faktor-faktor lain dalam plasma darah kontak dengan permukaan yang tidak biasa, seperti pembuluh darah yang rusak atau terluka. Pada saat terjadi luka di permukaan tubuh, komponen darah, yaitu trombosit akan segera berkumpul mengerumuni bagian yang terluka dan akan menggumpal sehingga dapat menyumbat dan menutupi luka. Kulit yang terluka menyebabkan darah keluar dari pembuluh. Trombosit akan mengeluarkan zat (enzim) yang disebut trombokinase. Trombokinase akan masuk ke dalam plasma darah dan akan mengubah protrombin menjadi enzim aktif yang disebut trombin. Perubahan tersebut dipengaruhi ion kalsium (Ca2+) di dalam plasma darah. Protrombin adalah senyawa protein yang larut dalam darah yang mengandung globulin. Zat ini merupakan enzim belum aktif yang dibentuk oleh hati. Pembentukannya dibantu oleh vitamin K. Trombin yang terbentuk akan mengubah firbrinogen menjadi benang-benang fibrin. Terbentuknya benang-benang fibrin menyebabkan luka akan tertutup sehingga darah tidak mengalir keluar lagi.
Hubungan yang tepat untuk menjelaskan paragraf pada teks di atas adalah.. ",paragraf 2 merupakan proses dari paragraf pertama ,paragraf 1 merupakan sebab dari paragraf kedua ,paragraf 2 merupakan akibat dari paragraf pertama ,paragraf 1 merupakan penegasan dari paragraf kedua ,0
623,BI,"Pembekuan dimulai ketika keping-keping darah dan faktor-faktor lain dalam plasma darah kontak dengan permukaan yang tidak biasa, seperti pembuluh darah yang rusak atau terluka. Pada saat terjadi luka di permukaan tubuh, komponen darah, yaitu trombosit akan segera berkumpul mengerumuni bagian yang terluka dan akan menggumpal sehingga dapat menyumbat dan menutupi luka. Kulit yang terluka menyebabkan darah keluar dari pembuluh. Trombosit akan mengeluarkan zat (enzim) yang disebut trombokinase. Trombokinase akan masuk ke dalam plasma darah dan akan mengubah protrombin menjadi enzim aktif yang disebut trombin. Perubahan tersebut dipengaruhi ion kalsium (Ca2+) di dalam plasma darah. Protrombin adalah senyawa protein yang larut dalam darah yang mengandung globulin. Zat ini merupakan enzim belum aktif yang dibentuk oleh hati. Pembentukannya dibantu oleh vitamin K. Trombin yang terbentuk akan mengubah firbrinogen menjadi benang-benang fibrin. Terbentuknya benang-benang fibrin menyebabkan luka akan tertutup sehingga darah tidak mengalir keluar lagi.
Mengapa vitamin K diperlukan dalam proses pembekuan darah?  ",Karena mengandung ion kalsium yang dibutuhkan oleh tubuh,Karena membantu tubuh untuk membentuk protrombin. ,Karena membantu trombin menghasilkan fibrinogen. ,Karena merupakan zat aktif yang dibentuk oleh hati. ,1
624,BI,"Pembekuan dimulai ketika keping-keping darah dan faktor-faktor lain dalam plasma darah kontak dengan permukaan yang tidak biasa, seperti pembuluh darah yang rusak atau terluka. Pada saat terjadi luka di permukaan tubuh, komponen darah, yaitu trombosit akan segera berkumpul mengerumuni bagian yang terluka dan akan menggumpal sehingga dapat menyumbat dan menutupi luka. Kulit yang terluka menyebabkan darah keluar dari pembuluh. Trombosit akan mengeluarkan zat (enzim) yang disebut trombokinase. Trombokinase akan masuk ke dalam plasma darah dan akan mengubah protrombin menjadi enzim aktif yang disebut trombin. Perubahan tersebut dipengaruhi ion kalsium (Ca2+) di dalam plasma darah. Protrombin adalah senyawa protein yang larut dalam darah yang mengandung globulin. Zat ini merupakan enzim belum aktif yang dibentuk oleh hati. Pembentukannya dibantu oleh vitamin K. Trombin yang terbentuk akan mengubah firbrinogen menjadi benang-benang fibrin. Terbentuknya benang-benang fibrin menyebabkan luka akan tertutup sehingga darah tidak mengalir keluar lagi.
Makna istilah komponen pada bacaan di atas adalah.",penggalan ,perangkat ,pecahan ,bagian ,3
625,BI,"Pendewaan sains alam, rekayasa, dan teknologi sebagai solusi pemungkas untuk segala masalah yang sering disebut techno-solutionism kerap membuat peneliti dan pembuat kebijakan gagal melihat faktor penting lain, seperti budaya, kesenjangan, hingga keadilan hukum di tengah masyarakat. Sebaliknya, seorang peneliti sosial yang abai terhadap teknologi dan kemajuan digital bisa jadi melewatkan berbagai metode yang berpotensi membuat risetnya lebih efektif, akurat, dan tidak bias. Mengingat hal ini, beberapa akademisi juga mendorong supaya peneliti dibekali dengan wawasan lintas disiplin sejak di bangku pendidikan tinggi. Steven D. Allison dan Tyrus Miller dari University of California-Irvine di Amerika Serikat menjelaskan bagaimana upaya penanganan krisis iklim adalah salah satu contoh pentingnya peneliti memiliki wawasan lintas disiplin. Menurut Allison dan Miller, banyak orang menganggap bahwa perubahan iklim adalah masalah sains yang hanyalah soal sistem fisika, biologi, dan teknis belaka Bahkan, meski dalam dua dekade ke depan kenaikan iklim bumi bisa melampaui 1,5 °C sejak revolusi industri dan menyebabkan bencana dahsyat bagi manusia, laporan terbaru panel PBB untuk perubahan iklim (IPCC) hanya membahas etika iklim, keadilan, sosial, dan nilai-nilai kemanusiaan tak lebih dari sepuluh halaman. Riset dari peneliti kebencanaan Erich Wolff dan Diego Ramirez-Loveling di Makassar menunjukkan bagaimana memahami kebudayaan lokal di Indonesia, seperti pola kehidupan bertetangga, bisa jadi kunci dalam merancang strategi mitigasi banjir. Sebaliknya, ada manfaat yang bisa didapat oleh peneliti sosial yang mendalami tentang teknik (engineering), teknologi, dan platform digital. Sementara itu, Roby Muhamad dari Universitas Indonesia mengatakan bahwa riset sosial kebanyakan menggunakan instrumen kualitatif dan survei daripada eksperimen. Hal ini terkadang membawa kelemahan, di antaranya adalah responden riset mereka bisa saja bias, berbohong, atau punya ingatan yang lemah. Ia mengatakan bahwa teknologi digital bisa menambal beberapa kekurangan ini. Berkaca pada pentingnya hal tersebut, Anto Mohsin dari Northwestern University menegaskan pentingnya pendidikan tinggi di Indonesia menerapkan kurikulum lintas disiplin, biasanya populer disebut liberal arts di AS. Liberal arts bisa meliputi ilmu-ilmu humaniora, sosial, sains, dan seni. Anto Watch Solution mencontohkan bahwa pada saat ia berkuliah program $1 jurusan teknik mekanika di City College of New York (CCNY), ia harus mengambil beberapa mata kuliah, seperti ilmu politik, sejarah, sastra, dan seni sebagai syarat kelulusan. Ini juga berlaku sebaliknya bagi mahasiswa dari fakultas ilmu sosial. Kurikulum liberal arts, menurut sosiolog Siti Kusujiarti yang mengajar di AS, melatih mahasiswa untuk berpikir holistik, sistemik, dan mendasar. Pendidikan ini mengajarkan bahwa ilmu pengetahuan tidak berkembang di ruang hampa dan berkaitan erat dengan konteks sosial dan kultural. Dikutip dari theconversation.com (dengan modifikasi)
Apa yang dimaksud dengan liberal arts?",Sebuah kesenian yang bebas dinikmati oleh semua orang yang membutuhkan. ,"Wawasan lintas disiplin yang dimiliki oleh para ilmuwan untuk memudahkan dalam menganalisis 
dan mengambil keputusan tertentu",Pembelajaran lintas disiplin ilmu pada jenjang perguruan tinggi agar mahasiswa memiliki pandangan yang lebih luas.,"Pendidikan khusus yang ada di Amerika Serikat yang diberikan kepada mahasiswa sebagai syarat 
menyelesaikan studi. ",2
626,BI,"Pendewaan sains alam, rekayasa, dan teknologi sebagai solusi pemungkas untuk segala masalah yang sering disebut techno-solutionism kerap membuat peneliti dan pembuat kebijakan gagal melihat faktor penting lain, seperti budaya, kesenjangan, hingga keadilan hukum di tengah masyarakat. Sebaliknya, seorang peneliti sosial yang abai terhadap teknologi dan kemajuan digital bisa jadi melewatkan berbagai metode yang berpotensi membuat risetnya lebih efektif, akurat, dan tidak bias. Mengingat hal ini, beberapa akademisi juga mendorong supaya peneliti dibekali dengan wawasan lintas disiplin sejak di bangku pendidikan tinggi. Steven D. Allison dan Tyrus Miller dari University of California-Irvine di Amerika Serikat menjelaskan bagaimana upaya penanganan krisis iklim adalah salah satu contoh pentingnya peneliti memiliki wawasan lintas disiplin. Menurut Allison dan Miller, banyak orang menganggap bahwa perubahan iklim adalah masalah sains yang hanyalah soal sistem fisika, biologi, dan teknis belaka Bahkan, meski dalam dua dekade ke depan kenaikan iklim bumi bisa melampaui 1,5 °C sejak revolusi industri dan menyebabkan bencana dahsyat bagi manusia, laporan terbaru panel PBB untuk perubahan iklim (IPCC) hanya membahas etika iklim, keadilan, sosial, dan nilai-nilai kemanusiaan tak lebih dari sepuluh halaman. Riset dari peneliti kebencanaan Erich Wolff dan Diego Ramirez-Loveling di Makassar menunjukkan bagaimana memahami kebudayaan lokal di Indonesia, seperti pola kehidupan bertetangga, bisa jadi kunci dalam merancang strategi mitigasi banjir. Sebaliknya, ada manfaat yang bisa didapat oleh peneliti sosial yang mendalami tentang teknik (engineering), teknologi, dan platform digital. Sementara itu, Roby Muhamad dari Universitas Indonesia mengatakan bahwa riset sosial kebanyakan menggunakan instrumen kualitatif dan survei daripada eksperimen. Hal ini terkadang membawa kelemahan, di antaranya adalah responden riset mereka bisa saja bias, berbohong, atau punya ingatan yang lemah. Ia mengatakan bahwa teknologi digital bisa menambal beberapa kekurangan ini. Berkaca pada pentingnya hal tersebut, Anto Mohsin dari Northwestern University menegaskan pentingnya pendidikan tinggi di Indonesia menerapkan kurikulum lintas disiplin, biasanya populer disebut liberal arts di AS. Liberal arts bisa meliputi ilmu-ilmu humaniora, sosial, sains, dan seni. Anto Watch Solution mencontohkan bahwa pada saat ia berkuliah program $1 jurusan teknik mekanika di City College of New York (CCNY), ia harus mengambil beberapa mata kuliah, seperti ilmu politik, sejarah, sastra, dan seni sebagai syarat kelulusan. Ini juga berlaku sebaliknya bagi mahasiswa dari fakultas ilmu sosial. Kurikulum liberal arts, menurut sosiolog Siti Kusujiarti yang mengajar di AS, melatih mahasiswa untuk berpikir holistik, sistemik, dan mendasar. Pendidikan ini mengajarkan bahwa ilmu pengetahuan tidak berkembang di ruang hampa dan berkaitan erat dengan konteks sosial dan kultural. Dikutip dari theconversation.com (dengan modifikasi)
Berdasarkan isi teks, manakah pernyataan dibawah ini yang sesuai dengan isi teks?",Roby Muhamad bersama dengan hubungan temannya meneliti kebencanaan dengan kebudayaan lokal dalam mitigasi bencana.,City College of New York (CCNY) menerapkan liberal arts hanya pada jurusan teknik mekanika. ,"Kurikulum lintas disiplin sulit diterapkan di Indonesia karena iklim akademik yang tidak 
mendukung untuk berpikir liberal. ","Teknologi digital dapat membantu penelitian sosial, terlebih menggunakan metode kualitatif dan 
survei, untuk mengurangi bias tertentu. ",3
